"host","num_identified_by_protocol","protocol","total_for_host"
"www.osl.iu.edu",1,"""OpenSearch""",1
"www.osp.casa.colostate.edu",1,"""OpenSearch""",1
"www.oss2015.eu",1,"""OpenSearch""",1
"www.otp.colostate.edu",1,"""OpenSearch""",1
"www.owasp.org",1,"""OpenSearch""",1
"www.pacificsciencecenter.org",32,"""OpenSearch""",32
"www.parc-innovation-strasbourg.eu",2,"""OpenSearch""",2
"www.parcplace.org",1,"""OpenSearch""",1
"www.parentsandfamily.colostate.edu",1,"""OpenSearch""",1
"www.parents.colostate.edu",1,"""OpenSearch""",1
"www.pasda.psu.edu",193,"""FGDC""",248
"www.patres-project.eu",1,"""OpenSearch""",1
"www.pegasoproject.eu",1,"""OpenSearch""",1
"www.periodicos.uem.br",1,"""OAI-PMH""",5
"www.perpinux.org",1,"""OpenSearch""",1
"www.philosophy.rutgers.edu",3,"""OpenSearch""",3
"www.physics.aamu.edu",1,"""OpenSearch""",1
"www.physics.drexel.edu",1,"""OpenSearch""",3
"www.physics.orst.edu",1,"""OpenSearch""",2
"www.pilod.nl",1,"""OpenSearch""",1
"www.pimaair.org",3,"""OpenSearch""",3
"www.pimrisportal.org",1,"""OpenSearch""",1
"www.pinterest.com",1,"""OpenSearch""",1
"www.pmel.noaa.gov",1,"""FGDC""",12
"www.polardata.ca",14,"""OAI-PMH""",24
"www.polisci.rutgers.edu",5,"""OpenSearch""",5
"www.pratham.org",1,"""OpenSearch""",1
"www.pri.org",1,"""OpenSearch""",1
"www.projectcest.be",1,"""OpenSearch""",1
"www.project-saber.eu",2,"""OpenSearch""",2
"www.provost.utep.edu",2,"""OpenSearch""",2
"www.prweekjobs.co.uk",1,"""OpenSearch""",1
"www.ptagis.org",8,"""FGDC""",8
"www.pydap.org",1,"""OpenSearch""",1
"www.quake.utah.edu",13,"""FGDC""",41
"www.qub.buffalo.edu",1,"""OpenSearch""",1
"www.ramride.colostate.edu",1,"""OpenSearch""",1
"www.rasdaman.org",1,"""OpenSearch""",1
"www.rcc.mass.edu",1,"""OpenSearch""",1
"www.rc.ucf.edu",1,"""OpenSearch""",1
"www.rds.colostate.edu",1,"""OpenSearch""",1
"www.read.cs.ucla.edu",2,"""OpenSearch""",2
"www.reading.ac.uk",2,"""OpenSearch""",4
"www.recare-project.eu",2,"""OpenSearch""",2
"www.red-network.eu",1,"""OpenSearch""",1
"www.religion.rutgers.edu",2,"""OpenSearch""",2
"www.remote-sensing-biodiversity.org",1,"""OpenSearch""",1
"www.reneual.eu",1,"""OpenSearch""",1
"www.repository.cam.ac.uk",1,"""OpenSearch""",965
"www.reproduciblescience.org",1,"""OpenSearch""",1
"www.resc.rdg.ac.uk",1,"""OpenSearch""",2
"www.researchgate.net",1,"""OpenSearch""",1
"www.resliferecruitment.colostate.edu",1,"""OpenSearch""",1
"www.rewind.ac.uk",1,"""OpenSearch""",1
"www.rggi.org",1,"""OpenSearch""",1
"www.rha.colostate.edu",1,"""OpenSearch""",1
"www.rice360.rice.edu",1,"""OpenSearch""",1
"www.ri.cmu.edu",1,"""OpenSearch""",1
"www.rijkswaterstaat.nl",6,"""ISO""",271
"www.rit.edu",1,"""OpenSearch""",28
"www.robert.lukierski.eu",1,"""OpenSearch""",1
"www.ros.hw.ac.uk",1,"""OpenSearch""",1
"www.roswell.enmu.edu",2,"""OpenSearch""",2
"www.rrcprogram.org",1,"""OpenSearch""",1
"www.rslnmag.fr",1,"""OpenSearch""",1
"www.sa.buffalo.edu",1,"""OpenSearch""",2
"www.sage.edu",1,"""OpenSearch""",1
"www.sahd.div.ed.ac.uk",1,"""OpenSearch""",1
"www.saicm.org",1,"""OpenSearch""",1
"www.saja.org",1,"""OpenSearch""",1
"www.salford.gov.uk",6,"""OGC""",18
"www.salford.gov.uk",14,"""ISO""",18
"www.sanger.ac.uk",2,"""OpenSearch""",26
"www.sarasota.wateratlas.usf.edu",1,"""OpenSearch""",6
"www.saseconnect.org",1,"""OpenSearch""",1
"www.sashonors.rutgers.edu",1,"""OpenSearch""",1
"www.sass.colostate.edu",1,"""OpenSearch""",1
"www.savemonkseals.ucsc.edu",1,"""OpenSearch""",1
"www.scar.org",45,"""OpenSearch""",45
"www.sc.colostate.edu",1,"""OpenSearch""",1
"www.sccoos.org",1,"""FGDC""",2
"www.schepens.harvard.edu",1,"""OpenSearch""",1
"www.scholars.ufl.edu",1,"""OpenSearch""",1
"www.sciencebase.gov",337,"""OpenSearch""",366
"www.sciencebase.gov",2,"""OGC""",366
"www.sciencebase.gov",1,"""OAI-PMH""",366
"www.science.oregonstate.edu",1,"""OpenSearch""",5
"www.science.utep.edu",2,"""OpenSearch""",2
"www.sci.utah.edu",1,"""OpenSearch""",8
"www.sco.wisc.edu",2,"""OGC""",4
"www.scran.ac.uk",1,"""OpenSearch""",1
"www.scs.illinois.edu",1,"""OpenSearch""",1
"www.sea-cadets.org",1,"""OpenSearch""",1
"www.seadatanet.org",3,"""ISO""",5
"www.seattleu.edu",1,"""OpenSearch""",3
"www.securitydatascience.org",1,"""OpenSearch""",1
"www.segweb.org",2,"""OpenSearch""",2
"www.seismo.unr.edu",290,"""FGDC""",829
"www.seis.utah.edu",27,"""FGDC""",68
"www.sematos.eu",4,"""OpenSearch""",4
"www.senate.ufl.edu",1,"""OpenSearch""",1
"www.sequent-network.eu",1,"""OpenSearch""",1
"www.service-public.fr",1,"""OpenSearch""",1
"www.serviceskillssa.com.au",1,"""OpenSearch""",1
"www.ses.colostate.edu",1,"""OpenSearch""",1
"www.sfs.colostate.edu",1,"""OpenSearch""",1
"www.sharegeo.ac.uk",2,"""OpenSearch""",3
"www.sida-info-service.org",1,"""OpenSearch""",1
"www.simple-artemis.eu",1,"""OpenSearch""",1
"www.simtigrate.gatech.edu",1,"""OpenSearch""",1
"www.sintelnet.eu",1,"""OpenSearch""",1
"www.sitr.regione.sicilia.it",2,"""ISO""",2
"www.skiandsnowboardmonth.org",1,"""OpenSearch""",1
"www.slce.colostate.edu",1,"""OpenSearch""",1
"www.slice.colostate.edu",1,"""OpenSearch""",1
"www.slrtool.org",1,"""OpenSearch""",1
"www.smart-islands.eu",1,"""OpenSearch""",1
"www.smartopendata.eu",1,"""OpenSearch""",1
"www.smebd.eu",1,"""OpenSearch""",1
"www.sofia.usgs.gov",23,"""FGDC""",30
"www.sourcewatch.org",1,"""OpenSearch""",1
"www.southampton.gov.uk",1,"""OGC""",1
"www.southcentral.edu",10,"""OpenSearch""",10
"www.spacekids.eu",1,"""OpenSearch""",1
"www.specs-fp7.eu",1,"""OpenSearch""",1
"www.spider.ac.uk",1,"""OpenSearch""",1
"www.spl.harvard.edu",2,"""OpenSearch""",2
"www.srs.fs.usda.gov",59,"""FGDC""",59
"www.sruc.ac.uk",1,"""OpenSearch""",1
"www.st-andrews.ac.uk",5,"""OpenSearch""",5
"www.starchc.org",1,"""OpenSearch""",1
"www.steamreview.org",1,"""OpenSearch""",1
"www.stellarcollapse.org",1,"""OpenSearch""",1
"www.stellarnet.eu",19,"""OpenSearch""",19
"www.sternenhof.eu",1,"""OpenSearch""",1
"www.stmatthews.edu",1,"""OpenSearch""",1
"www.stmc.uwa.edu.au",1,"""OpenSearch""",1
"www.stratigraphy.org",12,"""OpenSearch""",12
"www.streamnet.org",18,"""FGDC""",22
"www.supportandsafety.colostate.edu",1,"""OpenSearch""",1
"www.sustainable-biomass.eu",1,"""OpenSearch""",1
"www.sweregiond.org",1,"""OpenSearch""",1
"www.sympa.org",1,"""OpenSearch""",1
"www.tbdb.org",1,"""OpenSearch""",1
"www.tcd.ie",4,"""OpenSearch""",5
"www.tcd.ufl.edu",1,"""OpenSearch""",1
"www.tdx.cat",19,"""OAI-PMH""",32
"www.team2489.org",1,"""OpenSearch""",1
"www.terc.edu",1,"""OpenSearch""",1
"www.therapistlocator.net",1,"""OpenSearch""",1
"www.theregister.co.uk",1,"""OpenSearch""",1
"www.theseusproject.eu",1,"""OpenSearch""",1
"www.tiaacommunities.org",1,"""OpenSearch""",1
"www.tickets.uoregon.edu",1,"""OpenSearch""",1
"www.tmcs.ac.uk",1,"""OpenSearch""",1
"www.tofga.org",1,"""OpenSearch""",1
"www.trac.cornet.wireless.vt.edu",1,"""OpenSearch""",1
"www.treeo.ufl.edu",1,"""OpenSearch""",1
"www.trendminer-project.eu",1,"""OpenSearch""",1
"www.trinitybiblecollege.edu",2,"""OpenSearch""",2
"www.tropicalgrasslands.info",3,"""OAI-PMH""",8
"www.tsbvi.edu",32,"""OpenSearch""",32
"www.turbulence.ac.uk",1,"""OpenSearch""",1
"www.uab.edu",872,"""OpenSearch""",874
"www.uah.edu",2,"""OpenSearch""",2
"www.ub.edu",4,"""OpenSearch""",47
"www.udrive.eu",1,"""OpenSearch""",1
"www.ufadvising.ufl.edu",1,"""OpenSearch""",1
"www.ufdc.ufl.edu",1,"""OpenSearch""",1
"www.uflib.ufl.edu",1,"""OpenSearch""",7
"www.ulc.casa.colostate.edu",1,"""OpenSearch""",1
"www.undeclared.casa.colostate.edu",1,"""OpenSearch""",1
"www.unedddatacymru.gov.uk",1,"""OpenSearch""",1
"www.unidata.ucar.edu",2,"""OpenSearch""",34
"www.uniprot.org",1,"""OpenSearch""",1
"www.unitaid.eu",5,"""OpenSearch""",5
"www.unit.eu",1,"""OpenSearch""",1
"www.urbancollege.edu",1,"""OpenSearch""",1
"www.urban.uiuc.edu",1,"""OpenSearch""",1
"www.usanpn.org",1,"""FGDC""",1
"www.usap-data.org",2,"""OGC""",1
"www.usgbcga.org",1,"""OpenSearch""",1
"www.usgs.gov",1,"""OpenSearch""",2339
"www.usgs.gov",1156,"""ISO""",2339
"www.usgs.gov",1108,"""FGDC""",2339
"www.utfab.colostate.edu",1,"""OpenSearch""",3
"www.utk.edu",1,"""OpenSearch""",1
"www.vafweb.wildapricot.org",1,"""OpenSearch""",1
"www.vermont.gov",1,"""OpenSearch""",1
"www.vernon.eu",1,"""OpenSearch""",1
"www.veterans.colostate.edu",1,"""OpenSearch""",1
"www.vips.ecs.soton.ac.uk",1,"""OpenSearch""",1
"www.virtualschoolsandcolleges.eu",1,"""OpenSearch""",1
"www.w3.org",21,"""OpenSearch""",301
"www.wacd.ucla.edu",11,"""OpenSearch""",11
"www.wanfangdata.com.cn",1,"""OpenSearch""",1
"www.wau.edu",3,"""OpenSearch""",3
"www.waw.spatiallearning.org",1,"""OpenSearch""",1
"www.wcl.american.edu",1,"""OpenSearch""",1
"www.wcrp-climate.org",4,"""OpenSearch""",4
"www.weaa.org",1,"""OpenSearch""",1
"www.webapps.nwfsc.noaa.gov",5,"""OGC""",52
"www.westgov.org",1,"""OpenSearch""",1
"www.wfmc.org",1,"""OpenSearch""",4
"www.wgac.colostate.edu",1,"""OpenSearch""",1
"www.whri.qmul.ac.uk",1,"""OpenSearch""",1
"www.wibpa.org",4,"""OpenSearch""",4
"www.wikigender.org",1,"""OpenSearch""",1
"www.wikipathways.org",1,"""OpenSearch""",1
"www.wiki.scratchpads.eu",1,"""OpenSearch""",1
"www.wolftech.ncsu.edu",1,"""OpenSearch""",1
"www.worldcat.org",1,"""OpenSearch""",3
"www.worldsciencepublisher.org",2,"""OAI-PMH""",4
"www.wps.colostate.edu",1,"""OpenSearch""",1
"www.wv.gov",1,"""OpenSearch""",3
"www.www.listatsipras.eu",3,"""OpenSearch""",3
"wwwx.cs.unc.edu",2,"""OpenSearch""",2
"www.xdmf.org",1,"""OpenSearch""",1
"www.xpra.org",1,"""OpenSearch""",1
"www.youngminds.org.uk",1,"""OpenSearch""",1
"www.your-innovation.eu",1,"""OpenSearch""",1
"www.zambezicommission.org",15,"""OpenSearch""",15
"www.zenodo.org",4,"""OAI-PMH""",294
"www.znyswap.org",1,"""OpenSearch""",1
"www.zonta-tallahassee.org",1,"""OpenSearch""",1
"www.zotero.org",1,"""OpenSearch""",1
"x10-lang.org",2,"""OpenSearch""",2
"xforms.leeds.ac.uk",1,"""OpenSearch""",1
"xml2.des.state.nh.us",9,"""OGC""",78
"xvm.scripts.mit.edu",1,"""OpenSearch""",1
"xxx.czin.eu",1,"""OpenSearch""",1
"yanisvaroufakis.eu",1,"""OpenSearch""",1
"yc-acc.yccd.edu",1,"""OpenSearch""",1
"ycbs.eu",4,"""OpenSearch""",4
"yc-scc.yccd.edu",1,"""OpenSearch""",1
"yc-slo.yccd.edu",1,"""OpenSearch""",1
"yosemite.epa.gov",2,"""FGDC""",4
"zaguan.unizar.es",2,"""OAI-PMH""",6
"zambia.opendataforafrica.org",1,"""OpenSearch""",1
"zenodo.org",1,"""OpenSearch""",1200
"zenodo.org",17,"""OAI-PMH""",1200
"zhanglab.c2b2.columbia.edu",1,"""OpenSearch""",1
"zimbabwe.opendataforafrica.org",1,"""OpenSearch""",1
"zoo-project.org",1,"""OpenSearch""",4
"zzz.physics.umn.edu",3,"""OpenSearch""",3
