"tag","match_type","num"
"OAI-PMH/GetRecord/record/metadata/lido/descriptiveMetadata/objectRelationWrap/relatedWorksWrap/relatedWorkSet/relatedWork/displayObject","cooluri",12
"OAI-PMH/GetRecord/record/metadata/MD_Metadata/fileIdentifier/CharacterString","text",50
"OAI-PMH/GetRecord/record/metadata/metadata/idinfo/citation/citeinfo/pubinfo/publish","doi",8
"OAI-PMH/GetRecord/record/metadata/mets/amdSec/@ID","text",4
"OAI-PMH/GetRecord/record/metadata/mets/dmdSec/@ID","text",4
"OAI-PMH/GetRecord/record/metadata/mets/dmdSec/mdWrap/xmlData/identifier","hdl",4
"OAI-PMH/GetRecord/record/metadata/mets/fileSec/fileGrp/file/@CHECKSUM","md5",16
"OAI-PMH/GetRecord/record/metadata/mets/fileSec/fileGrp/file/@ID","text",16
"OAI-PMH/GetRecord/record/metadata/olac/hasPart","hdl",69
"OAI-PMH/GetRecord/record/metadata/olac/hasVersion","hdl",1
"OAI-PMH/GetRecord/record/metadata/olac/identifier","hdl",1947
"OAI-PMH/GetRecord/record/metadata/olac/identifier","cooluri",29
"OAI-PMH/GetRecord/record/metadata/olac/identifier","uuid",6
"OAI-PMH/GetRecord/record/metadata/olac/isPartOf","hdl",20
"OAI-PMH/GetRecord/record/metadata/olac/isRequiredBy","hdl",6
"OAI-PMH/GetRecord/record/metadata/olac/requires","hdl",2
"OAI-PMH/GetRecord/record/metadata/RDF/Publication/@about","urn",3
"OAI-PMH/GetRecord/record/metadata/RDF/Publication/identifier","hdl",3
"OAI-PMH/GetRecord/record/metadata/record/datafield/subfield","doi",41
"OAI-PMH/GetRecord/record/metadata/record/datafield/subfield","uuid",20
"OAI-PMH/GetRecord/record/metadata/record/datafield/subfield","urn",20
"OAI-PMH/GetRecord/record/metadata/record/datafield/subfield","hdl",3
"OAI-PMH/Identify/description/oai-identifier/delimiter","text",49
"OAI-PMH/Identify/description/oai-identifier/repositoryIdentifier","text",49
"OAI-PMH/Identify/description/oai-identifier/sampleIdentifier","urn",48
"OAI-PMH/Identify/description/oai-identifier/scheme","text",49
"OAI-PMH/ListIdentifiers/header/identifier","urn",73411
"OAI-PMH/ListIdentifiers/header/setSpec","urn",21
"OAI-PMH/ListIdentifiers/resumptionToken","md5",6
"OAI-PMH/ListMetadataFormats/metadataFormat/metadataNamespace","urn",6
"OAI-PMH/ListRecords/record/header/identifier","urn",13825
"OAI-PMH/ListRecords/record/header/setSpec","urn",13
"OAI-PMH/ListRecords/record/metadata/article/back/ref-list/ref/citation/pub-id","doi",1
"OAI-PMH/ListRecords/record/metadata/cdwaliteWrap/cdwalite/administrativeMetadata/recordWrap/recordInfoWrap/recordInfoID","urn",59
"OAI-PMH/ListRecords/record/metadata/cdwaliteWrap/cdwalite/administrativeMetadata/resourceWrap/resourceSet/linkResource","md5",202
"OAI-PMH/ListRecords/record/metadata/cdwaliteWrap/cdwalite/descriptiveMetadata/descriptiveNoteWrap/descriptiveNoteSet/descriptiveNote","cooluri",1
"OAI-PMH/ListRecords/record/metadata/crossref/journal/journal_article/citation_list/citation/@key","doi",1060
"OAI-PMH/ListRecords/record/metadata/crossref/journal/journal_article/doi_data/resource","doi",43
"OAI-PMH/ListRecords/record/metadata/crossref/journal/journal_issue/doi_data/resource","doi",4
"OAI-PMH/ListRecords/record/metadata/crossref/journal/journal_metadata/doi_data/doi","doi",1
"OAI-PMH/ListRecords/record/metadata/crossref/journal/journal_metadata/doi_data/resource","doi",1
"OAI-PMH/ListRecords/record/metadata/dc/description","doi",14
"OAI-PMH/ListRecords/record/metadata/dc/description","cooluri",3
"OAI-PMH/ListRecords/record/metadata/dc/description","hdl",2
"OAI-PMH/ListRecords/record/metadata/dc/description","urn",1
"OAI-PMH/ListRecords/record/metadata/dc/identifier","text",3954
"OAI-PMH/ListRecords/record/metadata/dc/identifier","hdl",2036
"OAI-PMH/ListRecords/record/metadata/dc/identifier","doi",1579
"OAI-PMH/ListRecords/record/metadata/dc/identifier","urn",814
"OAI-PMH/ListRecords/record/metadata/dc/identifier","md5",532
"OAI-PMH/ListRecords/record/metadata/dc/identifier","uuid",58
"OAI-PMH/ListRecords/record/metadata/dc/identifier/@pepsIdentifier","text",89
"OAI-PMH/ListRecords/record/metadata/dc/relation","doi",696
"OAI-PMH/ListRecords/record/metadata/dc/relation","urn",96
"OAI-PMH/ListRecords/record/metadata/dc/relation","uuid",1
"OAI-PMH/ListRecords/record/metadata/dc/rights","doi",15
"OAI-PMH/ListRecords/record/metadata/dc/source","doi",57
"OAI-PMH/ListRecords/record/metadata/dc/source","uuid",6
"OAI-PMH/ListRecords/record/metadata/dc/source","urn",2
"OAI-PMH/ListRecords/record/metadata/dc/title","doi",2
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Descriptor/Statement/dc/identifier","hdl",300
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Descriptor/Statement/dc/identifier","text",4
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Descriptor/Statement/dc/identifier","doi",2
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Descriptor/Statement/Identifier","urn",897
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Item/Component/Resource/mods/extension/daiList/identifier/@authority","text",1
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Item/Component/Resource/mods/extension/daiList/identifier/@IDref","text",501
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Item/Component/Resource/mods/identifier","urn",60
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Item/Component/Resource/mods/identifier","doi",21
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Item/Component/Resource/mods/name/@ID","text",523
"OAI-PMH/ListRecords/record/metadata/DIDL/Item/Item/Component/Resource/mods/relatedItem/identifier","urn",234
"OAI-PMH/ListRecords/record/metadata/dim/field","md5",253
"OAI-PMH/ListRecords/record/metadata/dim/field","hdl",100
"OAI-PMH/ListRecords/record/metadata/dim/field","doi",2
"OAI-PMH/ListRecords/record/metadata/entry/link/@href","hdl",200
"OAI-PMH/ListRecords/record/metadata/entry/triples/Description/@about","hdl",400
"OAI-PMH/ListRecords/record/metadata/epicur/record/identifier","urn",150
"OAI-PMH/ListRecords/record/metadata/epicur/record/identifier/@scheme","urn",2
"OAI-PMH/ListRecords/record/metadata/epicur/record/resource/identifier/@role","text",2
"OAI-PMH/ListRecords/record/metadata/epicur/record/resource/identifier/@scheme","text",2
"OAI-PMH/ListRecords/record/metadata/identifier","hdl",98
"OAI-PMH/ListRecords/record/metadata/identifier","doi",2
"OAI-PMH/ListRecords/record/metadata/junii2/URI","hdl",100
"OAI-PMH/ListRecords/record/metadata/metadata/element/element/element/element/field","md5",200
"OAI-PMH/ListRecords/record/metadata/metadata/element/element/element/element/field","hdl",100
"OAI-PMH/ListRecords/record/metadata/metadata/element/field","urn",100
"OAI-PMH/ListRecords/record/metadata/mets/amdSec/@ID","text",68
"OAI-PMH/ListRecords/record/metadata/mets/dmdSec/@ID","text",79
"OAI-PMH/ListRecords/record/metadata/mets/dmdSec/mdWrap/xmlData/description","cooluri",1
"OAI-PMH/ListRecords/record/metadata/mets/dmdSec/mdWrap/xmlData/identifier","hdl",68
"OAI-PMH/ListRecords/record/metadata/mets/fileSec/fileGrp/file/@CHECKSUM","md5",93
"OAI-PMH/ListRecords/record/metadata/mets/fileSec/fileGrp/file/FLocat/@href","md5",13
"OAI-PMH/ListRecords/record/metadata/mets/fileSec/fileGrp/file/@ID","text",128
"OAI-PMH/ListRecords/record/metadata/mets/structMap/div/div/@ID","text",1
"OAI-PMH/ListRecords/record/metadata/mets/structMap/div/@ID","text",1
"OAI-PMH/ListRecords/record/metadata/mods/identifier","hdl",200
"OAI-PMH/ListRecords/record/metadata/mods/identifier","doi",98
"OAI-PMH/ListRecords/record/metadata/oai_datacite/payload/resource/alternateIdentifiers/alternateIdentifier","doi",1
"OAI-PMH/ListRecords/record/metadata/oai_datacite/payload/resource/alternateIdentifiers/alternateIdentifier","urn",1
"OAI-PMH/ListRecords/record/metadata/oai_datacite/payload/resource/identifier","doi",41
"OAI-PMH/ListRecords/record/metadata/oai_datacite/payload/resource/identifier/@identifierType","text",2
"OAI-PMH/ListRecords/record/metadata/ProPrint/Metadata/DCTERMS.Identifier","urn",50
"OAI-PMH/ListRecords/record/metadata/RDF/Publication/@about","urn",100
"OAI-PMH/ListRecords/record/metadata/RDF/Publication/identifier","hdl",100
"OAI-PMH/ListRecords/record/metadata/record/isShownAt","hdl",100
"OAI-PMH/ListRecords/record/metadata/Resource/curation/creator/logo","md5",1
"OAI-PMH/ListRecords/record/metadata/rfc1807/other_access","urn",528
"OAI-PMH/ListRecords/record/metadata/thesis/identifier","hdl",100
"OAI-PMH/ListRecords/record/metadata/uketddc/checksum","md5",1174
"OAI-PMH/ListRecords/record/metadata/uketddc/identifier","text",523
"OAI-PMH/ListRecords/record/metadata/uketddc/identifier","hdl",298
"OAI-PMH/ListRecords/record/metadata/uketddc/identifier","doi",98
"OAI-PMH/ListRecords/record/metadata/uketddc/relation","urn",20
"OAI-PMH/ListRecords/record/metadata/xMetaDiss/identifier","urn",76
"OAI-PMH/ListRecords/resumptionToken","md5",22
"OAI-PMH/request","uuid",1
"OAI-PMH/request/@identifier","urn",61
"OAI-PMH/request/@set","urn",2
"SensorML/member/System/identification/IdentifierList/identifier/@name","text",6
"SensorML/member/System/identification/IdentifierList/identifier/Term/@definition","urn",5
"SensorML/member/System/identification/IdentifierList/identifier/Term/value","text",3
"SensorML/member/System/identification/IdentifierList/identifier/Term/value","urn",1
"SensorML/member/System/outputs/OutputList/output/DataArray/elementType/DataRecord/field/Quantity/@definition","urn",4
"SensorML/member/System/outputs/OutputList/output/DataArray/elementType/DataRecord/field/Time/@definition","urn",1
"WCS_Capabilities/Capability/Request/GetCoverage/DCPType/HTTP/Post/OnlineResource/@href","cooluri",2
"WFS_Capabilities/Capability/Request/GetFeature/DCPType/HTTP/Post/@onlineResource","cooluri",44
"WFS_Capabilities/FeatureTypeList/FeatureType/Abstract","doi",24
"WFS_Capabilities/FeatureTypeList/FeatureType/MetadataURL","uuid",81
"WFS_Capabilities/FeatureTypeList/FeatureType/MetadataURL","md5",5
"WFS_Capabilities/ServiceIdentification/Abstract","md5",2
"WMS_Capabilities/Capability/ExtendedCapabilities/MetadataUrl/URL","uuid",31
"WMS_Capabilities/Capability/Layer/Abstract","uuid",2
"WMS_Capabilities/Capability/Layer/Layer/Abstract","md5",50
"WMS_Capabilities/Capability/Layer/Layer/Abstract","urn",3
"WMS_Capabilities/Capability/Layer/Layer/Layer/Layer/Layer/Layer/Name","text",21
"WMS_Capabilities/Capability/Layer/Layer/Layer/Layer/Layer/Name","text",237
"WMS_Capabilities/Capability/Layer/Layer/Layer/Layer/Name","text",431
"WMS_Capabilities/Capability/Layer/Layer/Layer/Name","text",2962
"WMS_Capabilities/Capability/Layer/Layer/Layer/Title","cooluri",1
"WMS_Capabilities/Capability/Layer/Layer/MetadataURL/OnlineResource/@href","uuid",65
"WMS_Capabilities/Capability/Layer/Layer/MetadataURL/OnlineResource/@href","md5",10
"WMS_Capabilities/Capability/Layer/Layer/Name","text",4723
"WMS_Capabilities/Capability/Layer/MetadataURL/OnlineResource/@href","uuid",1
"WMS_Capabilities/Capability/Layer/Name","text",36
"WMS_Capabilities/Layer/Layer/Name","text",8
"WMS_Capabilities/Layer/Name","text",54
"WMS_Capabilities/OnlineResource/@href","uuid",4
"WMS_Capabilities/Service/Abstract","uuid",8
"WMS_Capabilities/Service/Layer/Layer/Name","text",2
"WMS_Capabilities/Service/Layer/Name","text",28
"WMT_MS_Capabilities/Capability/Layer/Layer/Layer/Name","text",400
"WMT_MS_Capabilities/Capability/Layer/Layer/MetadataURL/OnlineResource/@href","uuid",30
"WMT_MS_Capabilities/Capability/Layer/Layer/Name","text",6405
"WMT_MS_Capabilities/Capability/Layer/Layer/Style/LegendURL/OnlineResource/@href","uuid",52
"WMT_MS_Capabilities/Capability/Layer/Layer/Style/LegendURL/OnlineResource/@href","cooluri",2
"WMT_MS_Capabilities/Capability/Layer/Name","text",126
"WMT_MS_Capabilities/Capability/Request/FeatureInfo/DCPType/HTTP/Post/@onlineResource","cooluri",2
"WMT_MS_Capabilities/Capability/Request/GetStyles/DCPType/HTTP/Post/OnlineResource/@href","cooluri",3
